place_name,street_address,address_number,city,zipcode,gmaps_url,latitude,longitude,places_url,record_created,short_description,alternate_names,date_built,date_notes,extant,place_type,architect_name,building_use,wikipedia_url,architectural_style,place_count,explore_id,explore_duplicate,chap_landmark,builder_name,inventory_relation,location_check_needed,date_razed,issue_url,street_name,neighborhood,osm_query,osm_flickr_tag_type,osm_flickr_tag_id,flickr_osm_url,source,extra_data,legislative_district,short_description_state,related_issue_url,featured,zoning_id,geo_accuracy,mihpno_district,mihp_district_name,mihp_historic_district,mihp_survey_district,housing_market_typology,chap_district,explore_url,county,state,full_address,congressional_district,council_district,source_url,official_url,interior_area_sf,lot_size_sf,nr_landmark,nr_district,NHL_designation,address_listed,lot,block,ownership_type,owner_address,owner_name,marker_symbol,slug,issue_type,sort_date,year_start,image_url,year_end,image_note,image_source,image_caption,developer_name,explore_url_show,editorial_state,development_state,unoccupied,streetview_url,streetview_image_url,religious_association,date_established,date_closed,lat_core,long_core,mihp_individual_good,events
Homewood House,3400 N. Charles Street (address not exact),3400 ,Baltimore,21218,"https://www.google.com/maps/place/3400 N. Charles Street (address not exact), Baltimore, MD",39.32744270,-76.62077670,,2017-05-03 12:11pm,"Homewood was built by Charles Carroll of Carrollton, the Signer of the Declaration of Independence, for his son, Charles Carroll, Jr. Donated to the Hopkins University in 1902 along with the surrounding land, this dwelling, restored in 1989 as a museum, is a strikingly well-balanced brick Georgian house. It is designed according to the familiar Maryland plans of a central portion, flanked by two wings; however, this building is unusual in that it has only a partial second story. The central section is noted for its graceful fanlights and the unusually fine interior carvings of black walnut. The plaster decorative motifs, done in the Adams style, are also outstanding. ",,1801-1803,,T,Building,Robert and William Edwards,,https://en.wikipedia.org/wiki/Homewood_Museum,Federal,1,34,,checked,,"chap:22,habs:md0084",,,,N. Charles Street,,http://www.openstreetmap.org/query?lat=39.3274427&lon=-76.6207767#map=19/39.3274427/-76.6207767,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/34,Baltimore City,MD,"3400 N. Charles Street, Baltimore, MD 21218",,,,,,,checked,,T,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-4,
Hopkins House Apartments,110 W. 39th Street,110,Baltimore,21210,"https://www.google.com/maps/place/110 W. 39th Street, Baltimore, MD",39.33661480,-76.62302540,,2017-07-08 9:36pm,,,1968,,T,Building,,Apartments,,Modernist,,,,,,,,,,W. 39th Street,,http://www.openstreetmap.org/query?lat=39.3366148&lon=-76.6230254#map=19/39.3366148/-76.6230254,,,,,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkins Plaza,,,Baltimore,,"https://www.google.com/maps/place/, Baltimore, MD",39.28876900,-76.61778100,,2017-05-02 11:15pm,,,,,T,Landscape,,Park/Landscape,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.288769&lon=-76.617781#map=19/39.288769/-76.617781,,,,Baltimore Modernism Inventory,,,,,,,n/a,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.288769,-76.617781","https://maps.googleapis.com/maps/api/streetview?location=39.288769,-76.617781&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,-0.075680,-0.044330,,
House of Refuge Burial Ground,Gwynn's Falls Road,,Baltimore,,"https://www.google.com/maps/place/Gwynn's Falls Road, Baltimore, MD",39.34324500,-76.64721800,,2017-05-03 10:13am,,,,,?,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.343245&lon=-76.647218#map=19/39.343245/-76.647218,,,,Baltimore Cemetery Inventory,,,,,,,5,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houses adjoining Caton House,802-804 East Lombard Street,802-804,Baltimore,,"https://www.google.com/maps/place/802-804 East Lombard Street, Baltimore, MD",39.28844190,-76.60433040,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md0112,,,,,,http://www.openstreetmap.org/query?lat=39.2884419&lon=-76.6043304#map=19/39.2884419/-76.6043304,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housewerks,,1415,Baltimore,21230,"https://www.google.com/maps/place/, Baltimore, MD",39.27780200,-76.63373600,,2017-05-03 3:38pm,,,,,,,,,,,,115,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.277802&lon=-76.633736#map=19/39.277802/-76.633736,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/115,Baltimore City,MD,"1415 Bayard Street, Baltimore, MD 21230",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-1090,
Howard Atwood Kelly at 1408 Eutaw Place,1408 Eutaw Place,,Baltimore,21217,"https://www.google.com/maps/place/1408 Eutaw Place, Baltimore, MD",39.30471690,-76.62777500,,2017-05-03 3:38pm,,,,,T,Building,,,,,,103,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3047169&lon=-76.627775#map=19/39.3047169/-76.627775,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/103,Baltimore City,MD,"1408 Eutaw Place, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Howard Peters Rawlings Conservatory,,3100,Baltimore,21217,"https://www.google.com/maps/place/, Baltimore, MD",39.31836774,-76.64595723,,2017-05-03 3:38pm,,,,,T,Building,,,,,,498,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.31836774&lon=-76.64595723#map=19/39.31836774/-76.64595723,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/498,Baltimore City,MD,"3100 Swann Drive, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Howard Street Bridge,Howard Street,,Baltimore,21217,"https://www.google.com/maps/place/Howard Street, Baltimore, MD",39.30958370,-76.61999476,,2017-05-03 3:38pm,,,,,T,Structure,John E. Greiner,,,,,14,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3095837&lon=-76.61999476#map=19/39.3095837/-76.61999476,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/14,Baltimore City,MD,"1800 N. Howard Street, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-4529,
Hutzler’s Palace Building,210-218 N. Howard Street,210-218 ,Baltimore,21201,"https://www.google.com/maps/place/210-218 N. Howard Street, Baltimore, MD",39.29228953,-76.61987523,,2017-05-03 12:11pm,"The Hutzler’s Palace Building is an exceptional example of Romanesque eclectic design, and no finer example of this late-19th-century style exists in Baltimore. Completed in 1888 to the designs of E. Francis Baldwin and Josias Pennington, one of the city’s most important architectural firms of the period, the south bay was added in 1924 as a compatible expansion of the retail sales space, and the ground floor was redesigned to the Art Moderne detailing as part of the 1931 expansion of the Hutzler’s complex. The ground floor visually and physically unites the Palace Building and the adjacent Hutzler’s Tower Building. In 1858 Abram Hutzler, too young to do business in his own name, used his father’s name and credit to open a small retail shop on Howard Street, which he called M. Hutzler and Son. His father Moses, a German immigrant, was never connected with the management of the store, but brothers Charles and David joined and formed the partnership of Hutzler Brothers. The store was located at the corner of Clay and N. Howard Streets on part of the site of this structure. Hutzler’s rapidly grew in importance to the commercial community of Baltimore, and in 1874 took over an existing three story structure two doors south of the Clay Street store, opening a “One Price Store” when bargaining was the rule. The 1888 Palace Building replaces both of these earlier buildings.",,1888,,T,Building,"Baldwin & Pennington (E. Francis Baldwin and Josias Pennington),Baldwin & Pennington",,https://en.wikipedia.org/wiki/Hutzler_Brothers_Palace_Building,Romanesque Revival,1,92,,checked,,chap:75,,,,N. Howard Street,,http://www.openstreetmap.org/query?lat=39.29228953&lon=-76.61987523#map=19/39.29228953/-76.61987523,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/92,Baltimore City,MD,"200 N. Howard Street, Baltimore, MD 21201",,,,,,,checked,Market Center Historic District,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-2279,
Hutzler’s Tower Building,222 N. Howard Street ,222 ,Baltimore,,"https://www.google.com/maps/place/222 N. Howard Street , Baltimore, MD",39.29233704,-76.61977310,,2017-05-03 12:11pm,"Hutzler’s Tower is one of the most important Art Deco buildings in Baltimore. The Moderne skyscraper is architecturally unique to our area. This is an excellent example of one of Art Deco’s fundamental theories of design--an attempt to play the geometric elements against each other. The recessed entry features a beautiful pair of revolving brass and glass doors. Important Art Deco symbols, the caduceus, fins, and sunrise motifs are located on the front exterior. The interior is noteworthy and exemplifies store design of the era. The Hutzler’s Tower Building contributes to the character of the Howard Street commercial corridor and is associated with the lives and business of the Hutzler family. The building is the first electrically welded, multi-story structure in the city, was designed to enable the enlargement to ten stories, which occurred in 1941. ",,1932,,T,Building,"""James R. Edmunds, Jr.""",,,Art Deco/Moderne,1,,,checked,,chap:93,,,,N. Howard Street ,,http://www.openstreetmap.org/query?lat=39.29233704&lon=-76.6197731#map=19/39.29233704/-76.6197731,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,Market Center Historic District,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
IBM Building,100 E. Pratt Street,100,Baltimore,21202,"https://www.google.com/maps/place/100 E. Pratt Street, Baltimore, MD",39.28722000,-76.61290700,,2017-05-02 11:15pm,,,1973-75; 1991,,T,Building,"Pietro Belluschi,Emery Roth and Sons; Skidmore,Owings and Merrill (addition)",Offices,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.28722&lon=-76.612907#map=19/39.28722/-76.612907,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"100 E. Pratt Street, Baltimore, MD 21202",,,http://www.ce.jhu.edu/baltimorestructures/Index.php?location=100%20East%20Pratt%20Street,,,,,,,checked,,,,,,,,,1973,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.28722,-76.612907","https://maps.googleapis.com/maps/api/streetview?location=39.28722,-76.612907&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,-0.230580,0.443070,,
Iglesia de la Resurrección en Baltimore,2900 E. Fayette Street,2900,Baltimore,21224,"https://www.google.com/maps/place/2900 E. Fayette Street, Baltimore, MD",39.29481490,-76.57801140,,2017-07-08 9:56pm,,Church of the Resurrection,,,T,Building,,,,,,,,,,,,,,E. Fayette Street,,http://www.openstreetmap.org/query?lat=39.2948149&lon=-76.5780114#map=19/39.2948149/-76.5780114,,,,,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Luther Cemetery (Grindon Ave.-Baltimore),Grindon Avenue,,Baltimore,,"https://www.google.com/maps/place/Grindon Avenue, Baltimore, MD",39.35110200,-76.57145300,,2017-05-03 10:13am,,,,,,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.351102&lon=-76.571453#map=19/39.351102/-76.571453,,,,Baltimore Cemetery Inventory,,,,,,,5,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran Cemetery,,2809,Baltimore,21214,"https://www.google.com/maps/place/, Baltimore, MD",39.34282900,-76.57412800,,2017-05-03 3:38pm,,,,,T,,,,,,,377,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.342829&lon=-76.574128#map=19/39.342829/-76.574128,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/377,Baltimore City,MD,"2809 Grindon Avenue, Baltimore, MD 21214",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Institute of Notre Dame,,901,Baltimore,21202,"https://www.google.com/maps/place/, Baltimore, MD",39.30070500,-76.60151700,,2017-05-03 3:38pm,,,,,T,Building,,,,,,361,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.300705&lon=-76.601517#map=19/39.300705/-76.601517,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/361,Baltimore City,MD,"901 Aisquith Street, Baltimore, MD 21202",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-3966,
"International Seamen’s Union Headquarters, Seamen’...",,1702,Baltimore,21231,"https://www.google.com/maps/place/, Baltimore, MD",39.28562550,-76.59282740,,2017-05-03 3:38pm,,,,,,,,,,,,385,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.2856255&lon=-76.5928274#map=19/39.2856255/-76.5928274,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/385,Baltimore City,MD,"1702 Eastern Avenue, Baltimore, MD 21231",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Irish Railroad Workers Museum,Lemmon Street,,Baltimore,21223,"https://www.google.com/maps/place/Lemmon Street, Baltimore, MD",39.28633380,-76.63273220,,2017-05-03 3:38pm,,,,,T,Building,,Museum,,,,35,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.2863338&lon=-76.6327322#map=19/39.2863338/-76.6327322,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/35,Baltimore City,MD,"920 Lemmon Street, Baltimore, MD 21223",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
J. H. B. Latrobe House,Courtland (Saint Paul Place) & Lexington Streets,,Baltimore,21201,"https://www.google.com/maps/place/Courtland (Saint Paul Place) & Lexington Streets, Baltimore, MD",39.29401780,-76.61627570,,2017-05-03 12:55pm,,John H.B. Latrobe House,,,T,Building,,,,,,256,,,,habs:md0181,,,,,,http://www.openstreetmap.org/query?lat=39.2940178&lon=-76.6162757#map=19/39.2940178/-76.6162757,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/256,Baltimore City,MD,"11 W. Mulberry Street, Baltimore, MD 21201",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-2173,
J. Van Story Branch Sr. Apartments/West 20,11 W. 20th Street,11,Baltimore,21218,"https://www.google.com/maps/place/11 W. 20th Street, Baltimore, MD",39.31196200,-76.61744200,,2017-05-02 11:15pm,1975 AIA Baltimore Award,,c. 1975,,T,Building,"""RTKL, Inc.""",Multi-family dwelling,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.311962&lon=-76.617442#map=19/39.311962/-76.617442,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"11 W. 20th Street, Baltimore, MD 21218",,,,,,,,,,checked,,,,,,,,,1975,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.311962,-76.617442","https://maps.googleapis.com/maps/api/streetview?location=39.311962,-76.617442&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,2.243620,-0.010430,,
James Lawrence Kernan Hospital,2200 N. Forest Park Avenue,2200 ,Baltimore,,"https://www.google.com/maps/place/2200 N. Forest Park Avenue, Baltimore, MD",39.31418403,-76.70814547,,2017-05-03 12:11pm,"By the early 19th century the land now held by the hospital was owned by John Wethered, whose family owned Ashland Mills on the Gwynns Falls and the town of Wetheredsville, now Dickeyville. The mansion is thought to have been built by Thomas Canby, a Baltimore spice merchant, who owned the sixty acre estate from 1860-1867 and named it “Radnor Park”. Around 1930, the main building’s Victorian character was altered with the removal of its cupola and mansard roof, and the addition of a classical portico and one-story wing. In 1910 the estate was bought and conveyed to the Hospital for Crippled Children by the philanthropist James Kernan, who also willed the institution most of his fortune made from operating burlesque and legitimate theatres. Kernan’s gesture stemmed from an appeal made to him by the hospital directress for the loan of a piano from one of his theatres for the patients’ recreation.",,1860-1867,,T,Building,,Health care facility,,Folk Victorian; Neoclassical,1,,,checked,,chap:63,,,,North Forest Park Avenue,,http://www.openstreetmap.org/query?lat=39.31418403&lon=-76.70814547#map=19/39.31418403/-76.70814547,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,checked,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Mosher Elementary School,,2400,Baltimore,21216,"https://www.google.com/maps/place/, Baltimore, MD",39.29981151,-76.65566683,,2017-05-03 3:38pm,,,,,T,Building,,,,,,249,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.29981151&lon=-76.65566683#map=19/39.29981151/-76.65566683,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/249,Baltimore City,MD,"2400 W. Mosher Street, Baltimore, MD 21216",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Jenkins Behavioral Sciences Building,1700 East Coldspring Lane,1700,Baltimore,21251,"https://www.google.com/maps/place/1700 East Coldspring Lane, Baltimore, MD",39.34737600,-76.58478300,,2017-05-02 11:15pm,,,1974,,T,Building,Louis Edwin Fry,School,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.347376&lon=-76.584783#map=19/39.347376/-76.584783,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"1700 East Coldspring Lane, Baltimore, MD 21251",,,,,,,,,,checked,,,,,,,,,1974,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.347376,-76.584783","https://maps.googleapis.com/maps/api/streetview?location=39.347376,-76.584783&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,5.785020,3.255470,,
Jerusalem Evangelical Lutheran Church Cemetery,4605 Belair Road,4605,Baltimore,21206,"https://www.google.com/maps/place/4605 Belair Road, Baltimore, MD",39.33128800,-76.56085300,,2017-05-03 10:13am,,,,,,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.331288&lon=-76.560853#map=19/39.331288/-76.560853,,,,Baltimore Cemetery Inventory,,,,,,,9,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Rouse Center of the American Visionary Art Mus...,,800,Baltimore,21230,"https://www.google.com/maps/place/, Baltimore, MD",39.27981300,-76.60683500,,2017-05-03 3:38pm,,,,,T,,,,,,,388,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.279813&lon=-76.606835#map=19/39.279813/-76.606835,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/388,Baltimore City,MD,"800 Key Highway, Baltimore, MD 21230",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Jim Rouse House,1 Overlook Lane,1,Baltimore,21210,"https://www.google.com/maps/place/1 Overlook Lane, Baltimore, MD",39.37513100,-76.63692770,,2017-05-02 11:15pm,,,1961,,T,,Alexander S. Cochran,Dwelling,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.375131&lon=-76.6369277#map=19/39.375131/-76.6369277,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"1 Overlook Lane, Baltimore, MD 21210",,,,,,,,,,checked,,,,,,,,,1961,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.375131,-76.6369277","https://maps.googleapis.com/maps/api/streetview?location=39.375131,-76.6369277&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,8.560520,-1.959000,,
John Deere Company Warehouse,York Expressway near Padonia Road (just east of the Harrisburg Extressway),,Baltimore,,"https://www.google.com/maps/place/York Expressway near Padonia Road (just east of the Harrisburg Extressway), Baltimore, MD",39.29038500,-76.61218900,,2017-05-02 11:15pm,From A Guide to Baltimore Architecture (1973),,1966,,T,Building,"Rogers,Taliaferro,Kostrisky,and Lamb",Industrial,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.290385&lon=-76.612189#map=19/39.290385/-76.612189,,,,Baltimore Modernism Inventory,,,,,,,intersection,,,,,,,,Baltimore City,MD,"York Expressway near Padonia Road (just east of the Harrisburg Extressway), Baltimore, MD ",,,,,,,,,,,,,,,,,,,1966,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.290385,-76.612189","https://maps.googleapis.com/maps/api/streetview?location=39.290385,-76.612189&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,0.085920,0.514870,,
John Dos Passos at the Peabody Library,,17,Baltimore,21202,"https://www.google.com/maps/place/, Baltimore, MD",39.29713591,-76.61487043,,2017-05-03 3:38pm,,,,,,Building,,Library,,,,118,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.29713591&lon=-76.61487043#map=19/39.29713591/-76.61487043,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/118,Baltimore City,MD,"17 E. Mount Vernon Place, Baltimore, MD 21202",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
John Jacob Abel Residence (1604 Bolton Street),1604 Bolton Street,,Baltimore,21217,"https://www.google.com/maps/place/1604 Bolton Street, Baltimore, MD",39.30768400,-76.62743000,,2017-05-03 3:38pm,,,,,T,Building,,Dwelling,,,,106,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.307684&lon=-76.62743#map=19/39.307684/-76.62743,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/106,Baltimore City,MD,"1604 Bolton Street, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
John Street Park,John Street and Lanvale Street,,Baltimore,21217,"https://www.google.com/maps/place/John Street and Lanvale Street, Baltimore, MD",39.30681600,-76.62207300,,2017-05-02 11:15pm,,,1955,,T,Landscape,,Park/Landscape,,Modernist,,,,,,,,,,John Street,,http://www.openstreetmap.org/query?lat=39.306816&lon=-76.622073#map=19/39.306816/-76.622073,,,,Baltimore Modernism Inventory,,,,,,,intersection,,,,,,,,Baltimore City,MD,"John Street and Lanvale Street, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.306816,-76.622073","https://maps.googleapis.com/maps/api/streetview?location=39.306816,-76.622073&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,1.729020,-0.473530,,
